task_id,name,category,version,n_param,LOC_Total,LOC_Code,LOC_Comment,Comment_Density,CC_Average,CC_Max,CC_Functions,MI_Score,MI_Rank,H_Volume,H_Difficulty,H_Effort,H_Bugs,Cognitive_CC,Max_Nesting,Avg_Func_Length,Code_Smells,Duplicate_Pct
12,exponential_search,sorting,v1_clean,40,56,49,0,0.0,5.75,11,4,41.943255534760254,A,393.63917186284954,8.516129032258064,3352.2819797352345,0.1312130572876165,21,4,9.75,8,4.0
12,exponential_search,sorting,v2_medium,40,65,59,0,0.0,5.75,11,4,39.733814453936965,A,486.07345213301716,9.114285714285714,4430.212320869499,0.16202448404433906,39,7,12.0,7,5.084745762711864
12,exponential_search,sorting,v3_bad,40,94,88,0,0.0,8.0,14,4,34.501524329202034,A,524.9864750677888,9.216216216216216,4838.388864813945,0.17499549168926293,81,10,19.0,16,22.727272727272727
13,jump_search,sorting,v1_clean,40,54,46,0,0.0,5.25,11,4,43.78749341700701,A,284.3458750793272,6.0,1706.075250475963,0.09478195835977572,17,4,8.75,7,2.127659574468085
13,jump_search,sorting,v2_medium,40,63,56,0,0.0,5.25,11,4,41.30618825228095,A,372.53496664211536,6.67741935483871,2487.572196610254,0.12417832221403846,35,7,11.0,6,3.5714285714285716
13,jump_search,sorting,v3_bad,40,90,83,0,0.0,7.0,13,4,36.3468406611426,A,409.8161241311858,6.818181818181818,2794.200846348994,0.13660537471039527,69,10,17.5,14,21.686746987951807
14,interpolation_search,sorting,v1_clean,40,54,47,0,0.0,6.0,11,4,41.38100129994451,A,514.5410145036948,8.976190476190476,4618.6181539974505,0.1715136715012316,25,4,9.25,8,6.25
14,interpolation_search,sorting,v2_medium,40,63,57,0,0.0,6.0,11,4,39.226494010635854,A,611.7948771336315,9.608695652173912,5878.550775936198,0.2039316257112105,43,7,11.5,7,7.017543859649122
14,interpolation_search,sorting,v3_bad,40,90,84,0,0.0,8.25,15,4,34.14707457307982,A,652.3811071319176,9.75,6360.715794536197,0.21746036904397253,88,10,18.0,17,23.80952380952381
15,linear_scan_max,sorting,v1_clean,800,42,34,0,0.0,4.25,11,4,49.42121807838074,A,122.13617281353935,3.176470588235294,387.96196070183083,0.040712057604513116,14,4,6.25,7,0.0
15,linear_scan_max,sorting,v2_medium,800,50,44,0,0.0,4.25,11,4,45.991509595495735,A,201.90890672641936,4.666666666666667,942.2415647232904,0.06730296890880645,32,7,8.25,6,2.272727272727273
15,linear_scan_max,sorting,v3_bad,800,73,67,0,0.0,5.5,13,4,40.866902871621434,A,235.53074858920888,4.869565217391305,1146.9323409561478,0.0785102495297363,62,10,13.75,12,19.402985074626866
16,kth_smallest,sorting,v1_clean,1500,56,48,0,0.0,4.4,11,5,43.44849800144295,A,279.17595007788486,4.344827586206897,1212.9713693039137,0.09305865002596161,19,4,7.4,9,2.0408163265306123
16,kth_smallest,sorting,v2_medium,1500,65,58,0,0.0,4.4,11,5,41.01749939485892,A,367.213038547228,4.878787878787879,1791.554521397082,0.12240434618240933,37,7,9.2,8,3.4482758620689653
16,kth_smallest,sorting,v3_bad,1500,90,83,0,0.0,5.8,13,5,36.38711854365729,A,404.423806708407,5.0,2022.1190335420351,0.13480793556946902,76,10,14.0,15,18.072289156626507
17,median_of_medians,sorting,v1_clean,80,50,43,0,0.0,6.75,12,4,42.65431647075672,A,362.4623043577585,6.285714285714286,2278.334484534482,0.12082076811925284,14,4,8.25,11,2.272727272727273
17,median_of_medians,sorting,v2_medium,80,59,53,0,0.0,6.75,12,4,40.23701479556646,A,454.7914973733319,6.923076923076923,3148.556520276913,0.15159716579111063,32,7,10.5,10,3.7735849056603774
17,median_of_medians,sorting,v3_bad,80,78,72,0,0.0,8.0,15,4,36.46001614047779,A,493.50100475152016,7.073170731707317,3490.616862876606,0.1645003349171734,64,10,15.0,15,12.5
18,topk_heap,sorting,v1_clean,50,44,36,0,0.0,4.5,11,4,47.979239991610456,A,158.64271242790093,3.6666666666666665,581.6899455689701,0.05288090414263365,14,4,6.25,10,0.0
18,topk_heap,sorting,v2_medium,50,53,46,0,0.0,4.5,11,4,44.679719490466695,A,242.13091772920575,5.12,1239.7102987735334,0.08071030590973526,32,7,8.5,9,2.1739130434782608
18,topk_heap,sorting,v3_bad,50,74,67,0,0.0,5.75,13,4,40.099085101464695,A,276.9812829150282,5.333333333333333,1477.2335088801503,0.0923270943050094,62,10,13.5,15,16.417910447761194
19,bucket_sort,sorting,v1_clean,200000,46,40,0,0.0,6.0,11,3,46.10368605622064,A,221.95334125177195,4.64,1029.8635034082217,0.07398444708392399,14,4,10.333333333333334,6,0.0
19,bucket_sort,sorting,v2_medium,200000,55,50,0,0.0,6.0,11,3,43.21128640893723,A,309.6277232931715,6.051724137931035,1873.7815668259175,0.10320924109772384,32,7,13.333333333333334,5,2.0
19,bucket_sort,sorting,v3_bad,200000,79,74,0,0.0,8.0,13,3,38.35309137228167,A,345.9253261676786,6.241935483870968,2159.243568175671,0.11530844205589286,63,10,21.0,12,18.91891891891892
20,comb_sort,sorting,v1_clean,20000,47,41,0,0.0,5.666666666666667,11,3,45.41811821632849,A,269.63553058626803,7.291666666666667,1966.0924105248712,0.08987851019542267,18,4,10.666666666666666,7,2.380952380952381
20,comb_sort,sorting,v2_medium,20000,56,51,0,0.0,5.666666666666667,11,3,42.72646306343773,A,356.8590709141638,8.035714285714286,2867.6175341316734,0.1189530236380546,36,7,13.666666666666666,6,5.882352941176471
20,comb_sort,sorting,v3_bad,20000,80,75,0,0.0,7.666666666666667,13,3,37.96608692164715,A,393.82267902166484,8.166666666666666,3216.218545343596,0.13127422634055494,71,10,21.333333333333332,13,21.333333333333332
21,cocktail_sort,sorting,v1_clean,3000,51,45,0,0.0,6.333333333333333,11,3,43.574477001536216,A,340.8600103637728,7.92,2699.6112820810804,0.11362000345459093,23,4,12.0,6,10.869565217391305
21,cocktail_sort,sorting,v2_medium,3000,60,55,0,0.0,6.333333333333333,11,3,41.151186525245095,A,433.4029819467044,9.310344827586206,4035.1312112279375,0.14446766064890146,41,7,15.0,5,10.909090909090908
21,cocktail_sort,sorting,v3_bad,3000,88,83,0,0.0,9.0,13,3,35.920697959864384,A,471.46457640639136,9.35483870967742,4410.475069608177,0.15715485880213045,83,10,24.0,14,27.710843373493976
22,gnome_sort,sorting,v1_clean,3500,40,34,0,0.0,5.333333333333333,11,3,47.449585362016194,A,255.0,6.6521739130434785,1696.304347826087,0.085,14,4,8.333333333333334,6,2.857142857142857
22,gnome_sort,sorting,v2_medium,3500,49,44,0,0.0,5.333333333333333,11,3,44.39594194501788,A,341.2150500951926,7.333333333333333,2502.243700698079,0.11373835003173087,32,7,11.333333333333334,5,6.818181818181818
22,gnome_sort,sorting,v3_bad,3500,69,64,0,0.0,6.666666666666667,13,3,39.998068646911214,A,377.85078096793814,7.448275862068965,2814.336851347401,0.12595026032264606,60,10,17.666666666666668,10,18.75
23,pancake_sort,sorting,v1_clean,1500,49,42,0,0.0,4.75,11,4,45.21299174680102,A,256.46415084724833,6.6,1692.663395591839,0.08548805028241611,19,4,8.0,6,0.0
23,pancake_sort,sorting,v2_medium,1500,58,52,0,0.0,4.75,11,4,42.52356994165664,A,343.5511442260462,7.413793103448276,2547.017103744825,0.11451704807534872,37,7,10.25,5,1.9230769230769231
23,pancake_sort,sorting,v3_bad,1500,85,79,0,0.0,6.5,13,4,37.310393112502375,A,380.386192327884,7.580645161290323,2883.572748292024,0.126795397442628,74,10,16.75,13,21.518987341772153
24,stooge_sort,sorting,v1_clean,300,46,39,0,0.0,4.25,11,4,45.54317443001619,A,314.8756508066151,6.206896551724138,1954.400591213473,0.1049585502688717,13,4,7.25,8,2.5
24,stooge_sort,sorting,v2_medium,300,55,49,0,0.0,4.25,11,4,42.84039049418459,A,406.96985660265733,7.575757575757576,3083.1049742625555,0.13565661886755245,31,7,9.5,7,4.081632653061225
24,stooge_sort,sorting,v3_bad,300,74,68,0,0.0,5.5,13,4,38.79289925711167,A,444.84010080270366,7.714285714285714,3431.623634763714,0.14828003360090122,60,10,14.0,13,14.705882352941176
25,tim_sort_manual,sorting,v1_clean,100000,77,68,0,0.0,5.4,11,5,35.926469079130385,A,836.2339645963671,10.34,8646.659193926434,0.2787446548654557,27,4,11.2,7,10.144927536231885
25,tim_sort_manual,sorting,v2_medium,100000,86,78,0,0.0,5.4,11,5,34.44176529078459,A,939.4893788324389,10.592592592592593,9951.628235039909,0.3131631262774796,45,7,13.0,6,11.538461538461538
25,tim_sort_manual,sorting,v3_bad,100000,128,120,0,0.0,7.8,13,5,28.69312558311346,A,982.706448854159,10.607142857142858,10423.707689631616,0.3275688162847197,93,10,21.2,19,33.333333333333336
26,csv_parser,parsing,v1_clean,500,66,57,0,0.0,5.4,11,5,39.87472110051241,A,406.39712912839593,5.297297297297297,2152.8064137612323,0.1354657097094653,26,4,9.4,9,5.084745762711864
26,csv_parser,parsing,v2_medium,500,74,67,0,0.0,5.4,11,5,38.041545556909824,A,499.70917612625357,5.7560975609756095,2876.3747698974594,0.16656972537541787,44,7,11.0,8,7.462686567164179
26,csv_parser,parsing,v3_bad,500,103,96,0,0.0,7.2,13,5,33.194264459487165,A,538.8804074872921,5.8604651162790695,3158.089829925526,0.17962680249576404,91,10,16.6,17,22.916666666666668
27,json_flatten,parsing,v1_clean,5000,59,52,0,0.0,6.0,11,4,44.27705616413851,A,137.5488750216347,3.3333333333333335,458.4962500721157,0.04584962500721157,27,4,10.5,10,11.320754716981131
27,json_flatten,parsing,v2_medium,5000,68,62,0,0.0,6.0,11,4,41.407797257004866,A,218.60914478074076,4.7727272727272725,1043.3618273626264,0.07286971492691359,45,7,12.75,9,11.290322580645162
27,json_flatten,parsing,v3_bad,5000,98,92,0,0.0,8.5,14,4,35.93284979224745,A,252.66401182973067,4.958333333333333,1252.7923919890811,0.0842213372765769,107,10,20.0,19,27.17391304347826
28,url_parser,parsing,v1_clean,1500,65,57,0,0.0,4.4,11,5,42.354165386604414,A,279.17595007788486,3.6,1005.0334202803855,0.09305865002596161,16,4,9.2,10,6.896551724137931
28,url_parser,parsing,v2_medium,1500,71,64,0,0.0,4.4,11,5,40.06462164832002,A,369.6710883186478,4.735294117647059,1750.5013299794791,0.12322369610621592,34,7,10.4,9,7.8125
28,url_parser,parsing,v3_bad,1500,91,84,0,0.0,5.6,13,5,36.389078615898306,A,406.96985660265733,4.861111111111111,1978.325691818473,0.13565661886755245,66,10,14.2,16,17.857142857142858
